time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_main_phase,count_schools,school_places,pupils_on_roll,primary_capacity,secondary_capacity,primary_pupils_on_roll,secondary_pupils_on_roll
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,4,847,869,251,596,268,601
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,9,1391,1281,609,782,582,699
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,2,389,394,389,0,394,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,7,1002,887,220,782,188,699
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,6,936,940,427,509,432,508
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,2,312,318,312,0,318,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,4,624,622,115,509,114,508
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,7,1065,1169,389,676,386,783
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,1,141,136,141,0,136,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,6,924,1033,248,676,250,783
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,4,521,505,215,306,214,291
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,2,215,214,215,0,214,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,2,306,291,0,306,0,291
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,3,371,369,108,263,114,255
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,3,371,369,108,263,114,255
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,8,1099,1094,440,659,437,657
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,3,370,385,370,0,385,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,5,729,709,70,659,52,657
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,5,814,900,404,410,466,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,2,238,226,238,0,226,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,3,576,674,166,410,240,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,4,430,594,177,253,160,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,4,430,594,177,253,160,434
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,3,436,506,172,264,176,330
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,3,436,506,172,264,176,330
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,5,678,660,368,310,334,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,2,255,237,255,0,237,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,3,423,423,113,310,97,326
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,3,320,333,130,190,129,204
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,3,320,333,130,190,129,204
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,4,621,653,173,448,177,476
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,4,621,653,173,448,177,476
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,4,805,767,321,484,262,505
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary,z,z,z,z,z,z,z
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,4,805,767,321,484,262,505
