time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,school_places,pupils_on_roll,at_or_over_capacity_schools,percent_at_or_over_capacity_schools,pupils_over_capacity,percent_pupils_over_capacity,under_capacity_schools,percent_under_capacity_schools,unfilled_places,percent_unfilled_places
201617,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,73,31573,27664,12,16.4383,73,0.23121021,61,83.5616,3982,12.61204193
201617,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary,60,19050,17119,9,15,44,0.23097113,51,85,1975,10.36745407
201617,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Secondary,13,12523,10545,3,23.0769,29,0.2315739,10,76.923,2007,16.02651122
201617,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,247,80459,65181,35,14.17,288,0.35794628,212,85.8299,15566,19.34649946
201617,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary,215,45186,38926,33,15.3488,162,0.35851813,182,84.6511,6422,14.21236666
201617,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Secondary,32,35273,26255,2,6.25,126,0.35721373,30,93.75,9144,25.9235109
201617,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,37,16562,15026,14,37.8378,155,0.93587731,23,62.1621,1691,10.21011955
201617,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary,29,9245,8599,10,34.4827,42,0.45429962,19,65.5172,688,7.44186047
201617,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Secondary,8,7317,6427,4,50,113,1.54434878,4,50,1003,13.70780374
201617,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,163,50869,42058,18,11.0429,407,0.80009436,145,88.957,9218,18.12105605
201617,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary,122,21137,17711,10,8.1967,72,0.34063491,112,91.8032,3498,16.54917916
201617,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Secondary,41,29732,24347,8,19.5121,335,1.12673214,33,80.4878,5720,19.23853088
201617,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,56,21072,17850,6,10.7142,44,0.2088079,50,89.2857,3266,15.4992407
201617,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary,50,13910,12763,6,12,44,0.31631919,44,88,1191,8.56218548
201617,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Secondary,6,7162,5087,0,0,0,0,6,100,2075,28.97235409
201617,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,150,73021,64840,41,27.3333,648,0.88741595,109,72.6666,8829,12.0910423
201617,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,118,38437,35777,39,33.0508,613,1.59481749,79,66.9491,3273,8.51523272
201617,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,32,34584,29063,2,6.25,35,0.10120287,30,93.75,5556,16.06523248
201617,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,63,27300,24523,11,17.4603,54,0.1978022,52,82.5396,2831,10.36996337
201617,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,54,15734,14639,11,20.3703,54,0.3432058,43,79.6296,1149,7.30265667
201617,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,9,11566,9884,0,0,0,0,9,100,1682,14.54262494
201617,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,93,41230,36979,24,25.8064,313,0.75915595,69,74.1935,4564,11.06960951
201617,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,75,21967,20766,22,29.3333,241,1.0971002,53,70.6666,1442,6.56439204
201617,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,18,19263,16213,2,11.1111,72,0.37377356,16,88.8888,3122,16.20723667
201617,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,111,53658,46593,29,26.1261,261,0.48641396,82,73.8738,7326,13.65313653
201617,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,90,27816,25601,27,30,241,0.86640782,63,70,2456,8.82945068
201617,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,21,25842,20992,2,9.5238,20,0.07739339,19,90.4761,4870,18.84529061
201617,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,116,49757,45789,41,35.3448,352,0.70743815,75,64.6551,4320,8.68219547
201617,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,97,28418,27251,38,39.1752,218,0.76711943,59,60.8247,1385,4.87367162
201617,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,19,21339,18538,3,15.7894,134,0.6279582,16,84.2105,2935,13.75415905
201617,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,76,28748,27688,40,52.6315,393,1.36705162,36,47.3684,1453,5.05426464
201617,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,63,16892,16609,35,55.5555,302,1.78782856,28,44.4444,585,3.46317784
201617,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,13,11856,11079,5,38.4615,91,0.76754386,8,61.5384,868,7.32118758
201617,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,161,81489,74934,45,27.9503,390,0.4785922,116,72.0496,6945,8.52262269
201617,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,134,51344,47764,39,29.1044,234,0.45574945,95,70.8955,3814,7.42832658
201617,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,27,30145,27170,6,22.2222,156,0.51749876,21,77.7777,3131,10.38646542
201617,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,100,43061,40152,40,40,227,0.52715915,60,60,3136,7.282692
201617,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,86,25485,24097,36,41.8604,162,0.63566804,50,58.1395,1550,6.08200902
201617,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Secondary,14,17576,16055,4,28.5714,65,0.36982249,10,71.4285,1586,9.02366864
201617,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,81,35298,32820,21,25.9259,47,0.13315202,60,74.074,2525,7.15337979
201617,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary,69,21771,20712,21,30.4347,47,0.21588351,48,69.5652,1106,5.0801525
201617,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Secondary,12,13527,12108,0,0,0,0,12,100,1419,10.49013085
201617,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,91,36822,32047,14,15.3846,189,0.5132801,77,84.6153,4964,13.4810711
201617,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary,76,23652,21158,10,13.1578,85,0.35937764,66,86.8421,2579,10.90394047
201617,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,15,13170,10889,4,26.6666,104,0.7896735,11,73.3333,2385,18.10933941
201617,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,97,42917,37926,25,25.7731,177,0.41242398,72,74.2268,5168,12.04184822
201617,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,84,26481,24079,23,27.3809,118,0.44560251,61,72.619,2520,9.51625694
201617,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,13,16436,13847,2,15.3846,59,0.35896812,11,84.6153,2648,16.11097591
201617,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,91,37633,33659,31,34.0659,216,0.57396434,60,65.934,4190,11.1338453
201617,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,76,22493,20640,27,35.5263,175,0.77801983,49,64.4736,2028,9.01613835
201617,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Secondary,15,15140,13019,4,26.6666,41,0.27080581,11,73.3333,2162,14.28005284
201617,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,85,41445,37876,40,47.0588,735,1.77343467,45,52.9411,4304,10.38484739
201617,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary,66,21014,20724,36,54.5454,590,2.80765204,30,45.4545,880,4.1876844
201617,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Secondary,19,20431,17152,4,21.0526,145,0.70970584,15,78.9473,3424,16.75884685
201617,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,122,48125,43945,39,31.9672,501,1.04103896,83,68.0327,4681,9.72675325
201617,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary,102,27186,26263,37,36.2745,418,1.5375561,65,63.7254,1341,4.93268594
201617,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Secondary,20,20939,17682,2,10,83,0.39638951,18,90,3340,15.95109604
201617,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,57,21042,18360,11,19.2982,129,0.6130596,46,80.7017,2811,13.35899629
201617,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary,49,11088,10282,10,20.4081,75,0.67640693,39,79.5918,881,7.9455267
201617,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Secondary,8,9954,8078,1,12.5,54,0.54249548,7,87.5,1930,19.38919028
201617,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,83,34632,30567,18,21.6867,102,0.29452529,65,78.3132,4167,12.03222453
201617,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary,69,19154,17799,18,26.0869,102,0.53252584,51,73.913,1457,7.60676621
201617,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Secondary,14,15478,12768,0,0,0,0,14,100,2710,17.50872206
201617,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,567,184541,162548,127,22.3985,1122,0.60799497,440,77.6014,23115,12.5256718
201617,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary,483,105399,96580,116,24.0165,712,0.67552823,367,75.9834,9531,9.04278029
201617,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Secondary,84,79142,65968,11,13.0952,410,0.51805615,73,86.9047,13584,17.16408481
201617,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,67,28873,25486,16,23.8805,152,0.52644339,51,76.1194,3539,12.25712603
201617,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary,55,16057,14958,16,29.0909,152,0.94662764,39,70.909,1251,7.79099458
201617,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Secondary,12,12816,10528,0,0,0,0,12,100,2288,17.85268414
201617,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,38,19773,17777,2,5.2631,41,0.20735346,36,94.7368,2037,10.30192687
201617,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary,31,12050,11098,2,6.4516,41,0.34024896,29,93.5483,993,8.2406639
201617,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Secondary,7,7723,6679,0,0,0,0,7,100,1044,13.51806293
201617,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,147,56593,50990,35,23.8095,345,0.60961603,112,76.1904,5948,10.51013376
201617,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary,124,30857,28958,30,24.1935,197,0.63842888,94,75.8064,2096,6.79262404
201617,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Secondary,23,25736,22032,5,21.7391,148,0.57506994,18,78.2608,3852,14.9673609
201617,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,149,53352,46241,29,19.463,261,0.48920378,120,80.5369,7372,13.81766382
201617,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary,130,29858,26786,27,20.7692,226,0.75691607,103,79.2307,3298,11.04561592
201617,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Secondary,19,23494,19455,2,10.5263,35,0.14897421,17,89.4736,4074,17.3405976
201617,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Total,308,78758,64948,60,19.4805,580,0.73643312,248,80.5194,14390,18.27115976
201617,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary,270,41674,35734,57,21.1111,493,1.18299179,213,78.8888,6433,15.43648318
201617,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Secondary,38,37084,29214,3,7.8947,87,0.23460252,35,92.1052,7957,21.45669291
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,87,33797,30814,27,31.0344,217,0.64206882,60,68.9655,3200,9.468296
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary,77,20277,19361,27,35.0649,217,1.07017803,50,64.935,1133,5.58761158
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Secondary,10,13520,11453,0,0,0,0,10,100,2067,15.28846154
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Total,117,53480,43673,12,10.2564,117,0.21877337,105,89.7435,9924,18.55646971
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary,99,29489,25855,12,12.1212,117,0.39675811,87,87.8787,3751,12.71999729
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Secondary,18,23991,17818,0,0,0,0,18,100,6173,25.73048226
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Total,110,45899,40911,23,20.909,170,0.37037844,87,79.0909,5158,11.2377176
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary,94,25136,22939,20,21.2765,105,0.41772756,74,78.7234,2302,9.1581795
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,16,20763,17972,3,18.75,65,0.31305688,13,81.25,2856,13.75523768
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Total,162,79807,73880,44,27.1604,632,0.79191048,118,72.8395,6559,8.21857732
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,134,46612,43494,39,29.1044,372,0.79807775,95,70.8955,3490,7.48734232
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,28,33195,30386,5,17.8571,260,0.78325049,23,82.1428,3069,9.24536828
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Total,190,99932,91238,48,25.2631,463,0.46331505,142,74.7368,9157,9.163231
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,157,56951,53545,41,26.1146,239,0.41965901,116,73.8853,3645,6.4002388
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,33,42981,37693,7,21.2121,224,0.52116051,26,78.7878,5512,12.82427119
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Total,96,38230,34512,14,14.5833,61,0.15956055,82,85.4166,3779,9.88490714
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,83,20667,19026,13,15.6626,58,0.28064063,70,84.3373,1699,8.22083515
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,13,17563,15486,1,7.6923,3,0.01708136,12,92.3076,2080,11.8430792
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Total,169,69380,63118,48,28.4023,418,0.6024791,121,71.5976,6680,9.62813491
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,141,39197,36811,43,30.4964,244,0.62249662,98,69.5035,2630,6.70969717
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,28,30183,26307,5,17.8571,174,0.57648345,23,82.1428,4050,13.41814929
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,263,125249,111249,74,28.1368,1180,0.94212329,189,71.8631,15180,12.11985724
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,221,71273,66632,66,29.8642,646,0.90637408,155,70.1357,5287,7.41795631
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,42,53976,44617,8,19.0476,534,0.98932859,34,80.9523,9893,18.32851638
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Total,131,53985,47464,28,21.374,210,0.38899694,103,78.6259,6731,12.46827823
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,113,30953,28119,27,23.8938,168,0.54275838,86,76.1061,3002,9.69857526
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,18,23032,19345,1,5.5555,42,0.18235498,17,94.4444,3729,16.19051754
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Total,83,39752,36024,14,16.8674,135,0.33960555,69,83.1325,3863,9.71775005
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,71,24925,22937,13,18.3098,81,0.32497492,58,81.6901,2069,8.30090271
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,12,14827,13087,1,8.3333,54,0.36420045,11,91.6666,1794,12.09954812
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Total,141,52979,43623,28,19.8581,235,0.44357198,113,80.1418,9591,18.10339946
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,123,27552,24322,28,22.7642,235,0.85293264,95,77.2357,3465,12.57621951
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,18,25427,19301,0,0,0,0,18,100,6126,24.0925001
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,57,25483,21764,10,17.5438,127,0.49837146,47,82.4561,3846,15.09241455
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,47,15042,13462,9,19.1489,109,0.72463768,38,80.851,1689,11.22856003
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,10,10441,8302,1,10,18,0.17239728,9,90,2157,20.65894071
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Total,77,26809,22954,10,12.987,63,0.23499571,67,87.0129,3918,14.61449513
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,62,14980,13769,10,16.129,63,0.42056075,52,83.8709,1274,8.5046729
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,15,11829,9185,0,0,0,0,15,100,2644,22.35184716
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Total,355,95497,78823,75,21.1267,898,0.94034368,279,78.5915,17502,18.3272773
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Primary,312,49414,42771,68,21.7948,451,0.91269681,243,77.8846,7024,14.21459505
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Secondary,43,46083,36052,7,16.279,447,0.96998893,36,83.7209,10478,22.73723499
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Total,59,26287,23789,15,25.4237,373,1.41895233,44,74.5762,2871,10.92174839
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,50,15045,13726,13,26,176,1.16982386,37,74,1495,9.9368561
201617,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,9,11242,10063,2,22.2222,197,1.75235723,7,77.7777,1376,12.23981498
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,395,114916,101409,115,29.1139,1543,1.3427199,280,70.886,15050,13.09652268
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,350,64455,59301,108,30.8571,1084,1.6817935,242,69.1428,6238,9.67806997
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,45,50461,42108,7,15.5555,459,0.90961336,38,84.4444,8812,17.46299122
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,87,43830,39532,23,26.4367,237,0.54072553,64,73.5632,4535,10.34679443
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,72,25031,23094,19,26.3888,164,0.65518757,53,73.6111,2101,8.39359195
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,15,18799,16438,4,26.6666,73,0.38831853,11,73.3333,2434,12.94749721
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,273,106378,95191,75,27.4725,1810,1.70147963,198,72.5274,12997,12.21775179
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,224,56849,52835,57,25.4464,529,0.93053528,167,74.5535,4543,7.99134549
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,49,49529,42356,18,36.7346,1281,2.58636354,31,63.2653,8454,17.06878798
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,100,53086,51109,51,51,764,1.43917417,49,49,2741,5.1633199
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,82,33815,32143,39,47.5609,323,0.9551974,43,52.439,1995,5.89974863
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,18,19271,18966,12,66.6666,441,2.28841264,6,33.3333,746,3.87110166
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,20,6568,5344,3,15,36,0.54811206,17,85,1260,19.18392205
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,17,3424,2819,2,11.7647,1,0.02920561,15,88.2352,606,17.69859813
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,3,3144,2525,1,33.3333,35,1.11323155,2,66.6666,654,20.80152672
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,326,126377,111596,88,26.9938,1278,1.01125996,238,73.0061,16059,12.70721729
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,281,69297,65017,80,28.4697,943,1.36080927,201,71.5302,5223,7.53712282
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,45,57080,46579,8,17.7777,335,0.58689559,37,82.2222,10836,18.98388227
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,89,47144,40761,11,12.3595,20,0.04242321,78,87.6404,6403,13.58179196
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary,73,27104,24856,11,15.0684,20,0.07378985,62,84.9315,2268,8.3677686
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Secondary,16,20040,15905,0,0,0,0,16,100,4135,20.63373253
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,334,115266,101203,55,16.467,841,0.72961671,279,83.5329,14904,12.93009213
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary,279,61856,55242,45,16.129,337,0.54481376,234,83.8709,6951,11.23739007
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Secondary,55,53410,45961,10,18.1818,504,0.94364351,45,81.8181,7953,14.89046995
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,300,129122,109944,52,17.3333,420,0.32527377,248,82.6666,19598,15.17789377
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary,257,70666,63828,50,19.4552,260,0.367928,207,80.5447,7098,10.04443438
201617,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Secondary,43,58456,46116,2,4.6511,160,0.27371014,41,95.3488,12500,21.38360476
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,386,199788,185806,127,32.9015,1242,0.62165896,259,67.0984,15224,7.62007728
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary,299,112612,108993,112,37.4581,775,0.68820374,187,62.5418,4394,3.90189323
201617,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Secondary,87,87176,76813,15,17.2413,467,0.5356979,72,82.7586,10830,12.42314398
