time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,count_schools_with_primary_and_secondary_capacity,total_school_places,total_pupils_on_roll,SEND_unit_capacity,resourced_provision_capacity,primary_SEND_unit_capacity,primary_resourced_provision_capacity,secondary_SEND_unit_capacity,secondary_resourced_provision_capacity
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,17,0,12815,11468,308,0,119,0,189,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary,9,0,3220,2780,119,0,119,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,8,0,9595,8688,189,0,0,0,189,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,6,0,2005,1443,70,10,70,0,0,10
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,5,0,910,833,70,0,70,0,0,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,1,0,1095,610,0,10,0,0,0,10
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,9,1,7942,6985,66,121,64,43,2,78
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Primary,4,0,1700,1667,64,31,64,31,0,0
202223,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Secondary,5,1,6242,5318,2,90,0,12,2,78
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,9,0,6449,5506,300,0,89,0,211,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary,6,0,2106,1948,89,0,89,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Secondary,3,0,4343,3558,211,0,0,0,211,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,9,0,5852,4719,0,105,0,78,0,27
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary,7,0,3292,2241,0,78,0,78,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Secondary,2,0,2560,2478,0,27,0,0,0,27
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,1,0,210,202,11,0,11,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary,1,0,210,202,11,0,11,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,1,0,350,284,64,0,64,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary,1,0,350,284,64,0,64,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,6,0,4152,4004,0,91,0,52,0,39
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary,3,0,1190,921,0,52,0,52,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Secondary,3,0,2962,3083,0,39,0,0,0,39
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,10,1,7143,5799,0,285,0,225,0,60
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary,7,0,3433,2312,0,225,0,225,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Secondary,3,1,3710,3487,0,60,0,0,0,60
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,12,0,9256,6887,0,206,0,120,0,86
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary,8,0,4545,3819,0,120,0,120,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Secondary,4,0,4711,3068,0,86,0,0,0,86
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,6,0,2475,2003,24,78,24,78,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary,6,0,2475,2003,24,78,24,78,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,8,1,5952,5516,0,167,0,136,0,31
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary,6,0,2645,2456,0,125,0,125,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Secondary,2,1,3307,3060,0,42,0,11,0,31
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,11,0,9218,7442,0,293,0,164,0,129
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary,7,0,3108,2218,0,164,0,164,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Secondary,4,0,6110,5224,0,129,0,0,0,129
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,6,0,3442,2988,0,81,0,58,0,23
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary,4,0,1232,825,0,58,0,58,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Secondary,2,0,2210,2163,0,23,0,0,0,23
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,2,0,810,727,0,32,0,32,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary,2,0,810,727,0,32,0,32,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,13,1,13422,11609,0,120,0,61,0,59
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary,7,0,3792,3167,0,61,0,61,0,0
202223,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Secondary,6,1,9630,8442,0,59,0,0,0,59
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,14,0,13271,12097,0,248,0,115,0,133
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,8,0,3600,3378,0,115,0,115,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,6,0,9671,8719,0,133,0,0,0,133
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,24,3,27180,22411,100,282,84,150,16,132
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary,17,0,11435,9805,84,126,84,126,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Secondary,7,3,15745,12606,16,156,0,24,16,132
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,14,1,9709,9357,0,273,0,172,0,101
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary,10,0,4467,4279,0,172,0,172,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Secondary,4,1,5242,5078,0,101,0,0,0,101
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,7,1,6578,5902,0,155,0,118,0,37
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary,5,0,2443,1962,0,118,0,118,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Secondary,2,1,4135,3940,0,37,0,0,0,37
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,18,0,12038,11559,235,157,235,96,0,61
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary,15,0,6837,6390,235,96,235,96,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,3,0,5201,5169,0,61,0,0,0,61
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,16,1,11525,9366,0,275,0,202,0,73
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,10,0,4321,3735,0,188,0,188,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,6,1,7204,5631,0,87,0,14,0,73
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,16,0,13904,13579,14,326,14,222,0,104
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,11,0,5829,5592,14,222,14,222,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,5,0,8075,7987,0,104,0,0,0,104
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,12,0,10707,9913,0,139,0,85,0,54
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,8,0,5258,4479,0,85,0,85,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,4,0,5449,5434,0,54,0,0,0,54
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,7,0,5028,4813,97,24,65,24,32,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,5,0,2928,2731,65,24,65,24,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,2,0,2100,2082,32,0,0,0,32,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,13,0,10703,9324,0,140,0,95,0,45
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,9,0,5387,4404,0,95,0,95,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,4,0,5316,4920,0,45,0,0,0,45
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,20,0,13528,12525,191,113,164,55,27,58
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,15,0,7160,6415,164,55,164,55,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,5,0,6368,6110,27,58,0,0,27,58
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,15,0,10650,10132,0,276,0,174,0,102
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary,10,0,4380,3851,0,174,0,174,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,5,0,6270,6281,0,102,0,0,0,102
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,9,0,6845,6347,156,47,156,0,0,47
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,6,0,2588,2345,156,0,156,0,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,3,0,4257,4002,0,47,0,0,0,47
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,7,1,9280,8531,151,28,35,28,116,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,3,0,2130,1854,35,28,35,28,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,4,1,7150,6677,116,0,0,0,116,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,12,0,10450,9509,0,139,0,83,0,56
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary,7,0,3720,2957,0,83,0,83,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,5,0,6730,6552,0,56,0,0,0,56
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,11,0,11638,11465,163,222,98,157,65,65
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,6,0,3149,3259,98,157,98,157,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,5,0,8489,8206,65,65,0,0,65,65
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,9,1,9964,8471,0,174,0,94,0,80
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary,5,0,4380,3860,0,94,0,94,0,0
202223,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,4,1,5584,4611,0,80,0,0,0,80
