time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,pupil_forecast_and_202324_actuals
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,793
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary,362
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,431
202526,Academic year,National,E92000001,England,,,,,,Total,242195
202526,Academic year,National,E92000001,England,,,,,,Primary,102471
202526,Academic year,National,E92000001,England,,,,,,Secondary,139724
202526,Academic year,Regional,E92000001,England,E12000001,North East,,,,Total,14155
202526,Academic year,Regional,E92000001,England,E12000001,North East,,,,Primary,5703
202526,Academic year,Regional,E92000001,England,E12000001,North East,,,,Secondary,8452
202526,Academic year,Regional,E92000001,England,E12000002,North West,,,,Total,34653
202526,Academic year,Regional,E92000001,England,E12000002,North West,,,,Primary,14288
202526,Academic year,Regional,E92000001,England,E12000002,North West,,,,Secondary,20365
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,20194
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,8460
202526,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Secondary,11734
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Total,19972
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary,8661
202526,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Secondary,11311
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,26436
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,11998
202526,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,14438
202526,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Total,23299
202526,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Primary,9389
202526,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,13910
202526,Academic year,Regional,E92000001,England,E12000007,London,,,,Total,36481
202526,Academic year,Regional,E92000001,England,E12000007,London,,,,Primary,17715
202526,Academic year,Regional,E92000001,England,E12000007,London,,,,Secondary,18766
202526,Academic year,Regional,E92000001,England,E12000008,South East,,,,Total,41319
202526,Academic year,Regional,E92000001,England,E12000008,South East,,,,Primary,16251
202526,Academic year,Regional,E92000001,England,E12000008,South East,,,,Secondary,25068
202526,Academic year,Regional,E92000001,England,E12000009,South West,,,,Total,25686
202526,Academic year,Regional,E92000001,England,E12000009,South West,,,,Primary,10006
202526,Academic year,Regional,E92000001,England,E12000009,South West,,,,Secondary,15680
202526,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Total,10911
202526,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,5181
202526,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,5730
202526,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Total,25570
202526,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,12534
202526,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,13036
202526,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,805
202526,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary,393
202526,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Secondary,412
202526,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Total,1570
202526,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary,791
202526,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Secondary,779
202526,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Total,938
202526,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary,343
202526,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Secondary,595
202526,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Total,1062
202526,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary,398
202526,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Secondary,664
202526,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Total,1222
202526,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary,579
202526,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Secondary,643
202526,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,533
202526,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,173
202526,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,360
202526,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,1285
202526,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,605
202526,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,680
202526,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,1106
202526,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,457
202526,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,649
202526,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,1011
202526,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary,419
202526,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Secondary,592
202526,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,2251
202526,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary,750
202526,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Secondary,1501
202526,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,394
202526,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary,140
202526,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Secondary,254
202526,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,1978
202526,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary,655
202526,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Secondary,1323
202526,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,699
202526,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary,216
202526,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Secondary,483
202526,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,2209
202526,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,1127
202526,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,1082
202526,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,771
202526,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,357
202526,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,414
202526,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,1699
202526,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,737
202526,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,962
202526,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,2308
202526,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,997
202526,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,1311
202526,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,1236
202526,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,511
202526,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,725
202526,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,1043
202526,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,381
202526,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,662
202526,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,3189
202526,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,1309
202526,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,1880
202526,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,1498
202526,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,903
202526,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Secondary,595
202526,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,1066
202526,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary,427
202526,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Secondary,639
202526,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,1424
202526,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary,687
202526,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,737
202526,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,1642
202526,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,534
202526,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,1108
202526,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,1437
202526,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,664
